product_id,title,subtitle,description,category,url,price,weight,images,consume_advice,ingredients,nutritional values,allergens,vegan,price per kilo,product_availability
square-chocolate-bites-box-30-pieces,Square Bites Box - 30 pieces - 30 pieces,,"The square bites box invites you to discover 3 of our origins: Ecuador 85%, Vietnam 75% and Milk Peru 45%. The small squares decorated with our signature beveled shapes will take you on an exploratory voyage through the flavors and finesse of our terroirs. To enjoy on their own, accompanied by a coffee, or discover in a blind test with connoisseurs.",Boxes,https://www.lechocolat-alainducasse.com/uk/square-chocolate-bites-box-30-pieces,£16.67,150g,['https://www.lechocolat-alainducasse.com/uk/3348/square-chocolate-bites-box-30-pieces.jpg'],This product is best eaten within 12 months of purchase,"Cocoa beans, cocoa butter, sugar, emulsifier: non-GMO sunflower lecithin, sea salt, powdered milk, vanilla pods. dark chocolat:75% minimum, milk chocolat:45% minimum","For 100g: Energy 2326kJ/561kcal ; Fat: 42g (incl. Saturated fats: 25g) ; Carbohydrates: 30g (incl. saturated fats: 26g) ; Protein: 9,3g ; Salt: 0,14","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",No,"113,33 / Kg",Available in whole UK
77-size-150g,Soveria candied Citrus trio - 75% Dark Chocolate,,"It is in Soveria, a small village in Corsica, that craftsmen manufacture oranges, lemons, grapefruit and ginger. After a night's rest they are then individually cut, before being coated with cocoa powder, with the exception of candied ginger.  The final step exalts their natural flavours: a thin coating of dark chocolate... For a very delicious and delectable result.",Simple Pleasures,https://www.lechocolat-alainducasse.com/uk/soveria-candied-fruit-citrus-trio#/77-size-150g,£19.17,from 150g,"['https://www.lechocolat-alainducasse.com/uk/3254/soveria-candied-fruit-citrus-trio.jpg', 'https://www.lechocolat-alainducasse.com/uk/3253/soveria-candied-fruit-citrus-trio.jpg']",At its most delicious within 4 weeks of purchase,"candied citrus peel : orange, lemon, grapefruit, sugar, glucose, Dark chocolate 75% (cocoa beans, sugar, cocoa butter, emulsifier: non-GMO sunflower lecithin, vanilla pods, fleur de sel)","For 100g : Energy 1521kJ/361kcal ; Fat: 8,3g (incl. Saturated fats: 4,9g) ; Carbohydrates: 67g (incl. saturated fats: 38g) ; Protein: 1,9g ; Salt: 0,03g","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",Yes,"153,33 / Kg",Available in whole UK
77-size-150g,Soveria candied Oranges - 75% Dark Chocolate,,"It is in Soveria, a small village in Corsica, that craftsmen manufacture oranges, lemons, grapefruit and ginger. After a night's rest they are then individually cut, before being coated with cocoa powder, with the exception of candied ginger.  The final step exalts their natural flavours: a thin coating of dark chocolate... For a very delicious and delectable result.",Simple Pleasures,https://www.lechocolat-alainducasse.com/uk/soveria-candied-fruit-orange#/77-size-150g,£19.17,from 150g,"['https://www.lechocolat-alainducasse.com/uk/3256/soveria-candied-fruit-orange.jpg', 'https://www.lechocolat-alainducasse.com/uk/3255/soveria-candied-fruit-orange.jpg']",At its most delicious within 4 weeks of purchase,"candied orange peel (75%): oranges, sugar, glucose, Dark chocolate (cocoa beans, sugar, cocoa butter, emulsifier: non-GMO sunflower lecithin, vanilla pods, fleur de sel)","For 100g : Energy 1472kJ/350kcal ; Fat: 8,2g (incl. Saturated fats: 4,9g) ; Carbohydrates: 64g (incl. saturated fats: 37g) ; Protein: 1,7g ; Salt: 0,03g","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",Yes,"153,33 / Kg",Available in whole UK
77-size-150g,Croc' - 75% Dark & 45% Milk Chocolate,,"Revisit your childhood with our Croc'. These puffed cereals are carefully coated in dark or milk chocolate, creating a crunchy texture that melts deliciously in the mouth. Our Croc' is the perfect snack or afternoon treat!",Simple Pleasures,https://www.lechocolat-alainducasse.com/uk/croc-#/77-size-150g,£13.33,from 150g,"['https://www.lechocolat-alainducasse.com/uk/3570/croc-.jpg', 'https://www.lechocolat-alainducasse.com/uk/3571/croc-.jpg']",At its most delicious within 3 months of purchase,"Puffed multicereals billets (33%) (buckwheat flour, maze flour, rice flour, semi white sugar cane), sugar cane, cocoa beans (Ecuador, Madagascar, Peru, Sao Tome), glucose syrup, dextrin, sealing agents: arabic gum, shellac, vegetable oil, MILK powder, cocoa butter, water, emulsifier: sunflower lecithin, fleur de sel.","(for 100g): Energy value: 1929kJ/460 kcal; fats: 18g (of which saturated fats: 11g); carbohydrates: 66g (of which sugars: 39g); proteins: 6,4g; salt: 0,08g.","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",No,,Available in whole UK
chocolate-spread-xl,Hazelnut Chocolate spread XL,,"Deliciously regressive, spreadable chocolate...Created from an almond and hazelnut praline, dark chocolate and milk chocolate, this spread will put a smile on the faces of children and grown-ups alike. Similarly to the Manufacture s old-fashioned pralines, the spread has a slightly granulose texture making it unique and ultra- delicious.XL size 550g",Seasonal Creations,https://www.lechocolat-alainducasse.com/uk/chocolate-spread-xl,£33.33,550g,"['https://www.lechocolat-alainducasse.com/uk/3301/chocolate-spread-xl.jpg', 'https://www.lechocolat-alainducasse.com/uk/3540/chocolate-spread-xl.jpg']",At its most delicious within 3 months of purchase,"Cocoa beans, sugar, cocoa butter, emulsifier: non-GMO sunflower leicithin, vanilla pods, fleur de sel, powdered milk, cocoa butter, hazelnuts (60% hazelnuts praline), almonds (60% praline almonds), cocoa powder","For 100g : Energy 2267kJ/545kcal ; Fat: 35g (incl. Saturated fats: 6,4g) ; Carbohydrates: 40g (incl. saturated fats: 39g) ; Protein: 14g ; Salt: 0,43g","Unsere Produkte können Spuren von Milch, Eiern, Gluten, Nüssen, Erdnüssen, Sesam und Soja enthalten.",No,"70,91 / Kg",Available in whole UK
chocolate-spread,Hazelnut Chocolate spread,,"A childish delight, chocolate spread... Made with caramelised almonds and hazelnuts pralines, dark chocolate and milk chocolate, this spread will delight young and old alike. Like the traditional caramelised nut pralin  made by La Manufacture, this spread has a delicately crunchy texture that makes it truly original as well as truly delicious.",Breakfast & Snacks,https://www.lechocolat-alainducasse.com/uk/chocolate-spread,£16.67,250g,"['https://www.lechocolat-alainducasse.com/uk/3294/chocolate-spread.jpg', 'https://www.lechocolat-alainducasse.com/uk/3541/chocolate-spread.jpg']",At its most delicious within 3 months of purchase,"Sugar cane, ALMONDS, HAZELNUTS, cocoa beans (Madagascar), cocoa butter, cocoa powder, MILK powder, fleur de sel, emulsifier: sunflower lecithin, vanilla.",(for 100g): energy value: 2267kJ/545kcal; fats: 35g (of which saturated fats: 6.4g); carbohydrates: 40g (of which sugars: 39g); proteins: 14g; salt: 0.43g,"Unsere Produkte können Spuren von Milch, Eiern, Gluten, Nüssen, Erdnüssen, Sesam und Soja enthalten.",No,£66.67 / Kg,Available in whole UK
chocolate-single-bar-milk,Chocolate Bars  - Milk - 45% Milk Chocolate,,"In dark chocolate praline or milk chocolate.Individual bars of chocolate to enjoy on the go or slipped into a piece of bread. This compact and practical box is easily transportable, for an impromptu snack, a picnic, at the office, traveling... 20 individually wrapped bars - 240 g",Gifts,https://www.lechocolat-alainducasse.com/uk/chocolate-single-bar-milk,£20.83,240g,['https://www.lechocolat-alainducasse.com/uk/3302/chocolate-single-bar-milk.jpg'],This product is best eaten within 12 months of purchase,"Cocoa beans, cocoa butter, sugar, emulsifiers : non-GMO sunflower lecithin, fleur de sel. Cocoa: 45% minimum","For 100g : Energy 2284kJ/549kcal ; Fat: 37g (incl. Saturated fats: 22g) ; Carbohydrates: 42g (incl. saturated fats: 41g) ; Protein: 9,7g ; Salt: 0,32g","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",No,£100.00 / Kg,Available in whole UK
chocolate-single-bar-dark,Chocolate Bars  - Dark Praliné - 75% Dark Chocolate,,"In dark chocolate praline or milk chocolate.Individual bars of chocolate to enjoy on the go or slipped into a piece of bread. This compact and practical box is easily transportable, for an impromptu snack, a picnic, at the office, traveling... 20 individually wrapped bars - 240 g",Breakfast & Snacks,https://www.lechocolat-alainducasse.com/uk/chocolate-single-bar-dark,£20.83,240g,['https://www.lechocolat-alainducasse.com/uk/3306/chocolate-single-bar-dark.jpg'],This product is best eaten within 12 months of purchase,"Cocoa beans (Ecuador, Madagascar, Peru, Sao Tome), Cane sugar, Almonds, Hazelnuts, Cocoa butter, Emulsifier: sunflower lecithin, flower of salt. May contain traces of peanuts, eggs, milk, sesame, soy, and gluten.",(per 100g): Energy value: 2263 kJ / 545 kcal; Fat: 42g (of which saturated fatty acids: 21g); Carbohydrates: 30g (of which sugars: 25g); Protein: 11g; Salt: 0.16g,"All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",Yes,£100.00 / Kg,Available in whole UK
square-chocolate-bites-box-30-pieces,Square Bites Box - 30 pieces - 30 pieces,,"The square bites box invites you to discover 3 of our origins: Ecuador 85%, Vietnam 75% and Milk Peru 45%. The small squares decorated with our signature beveled shapes will take you on an exploratory voyage through the flavors and finesse of our terroirs. To enjoy on their own, accompanied by a coffee, or discover in a blind test with connoisseurs.",Boxes,https://www.lechocolat-alainducasse.com/uk/square-chocolate-bites-box-30-pieces,£16.67,150g,['https://www.lechocolat-alainducasse.com/uk/3348/square-chocolate-bites-box-30-pieces.jpg'],This product is best eaten within 12 months of purchase,"Cocoa beans, cocoa butter, sugar, emulsifier: non-GMO sunflower lecithin, sea salt, powdered milk, vanilla pods. dark chocolat:75% minimum, milk chocolat:45% minimum","For 100g: Energy 2326kJ/561kcal ; Fat: 42g (incl. Saturated fats: 25g) ; Carbohydrates: 30g (incl. saturated fats: 26g) ; Protein: 9,3g ; Salt: 0,14","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",No,"113,33 / Kg",Available in whole UK
coffret-carres-degustation-50-pieces,Square Bites Box - 50 pieces - 50 pieces,,"The square bites box invites you to discover 5 origins. The small squares decorated with our signature beveled shapes will take you on an exploratory voyage through the flavors of our terroirs. To enjoy on their own with coffee, or to discover as a blind test with friends.Discover these square bites : Ecuador 85%, Mexico Porcelana 75%, Trinidad & Tobago 75%, Milk Madagascar 55%, Milk Peru 45%.",Bars,https://www.lechocolat-alainducasse.com/uk/coffret-carres-degustation-50-pieces,£25.00,250g,['https://www.lechocolat-alainducasse.com/uk/3349/coffret-carres-degustation-50-pieces.jpg'],This product is best eaten within 12 months of purchase,"Cocoa beans, cocoa butter, sugar, emulsifier: non-GMO sunflower lecithin, sea salt, powdered milk, vanilla pods. dark chocolat:75% minimum, milk chocolat:45% minimum","For 100g : Fat: 41g (incl. Saturated fats: 25g) ; Carbohydrates: 31g (incl. saturated fats: 27g) ; Protein: 9,1g ; Salt: 0,14","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",No,£112.00 / Kg,Available in whole UK
peanut-chocolate-spread,Peanut Chocolate Spread,,"Our chocolate spreads are the perfect childish delight... This original recipe, made from peanuts & hazelnuts pralines, dark & milk chocolate, will delight young and old alike. The spread offers a meltingly soft texture that makes it truly delicious.",Breakfast & Snacks,https://www.lechocolat-alainducasse.com/uk/peanut-chocolate-spread,£16.67,250g,['https://www.lechocolat-alainducasse.com/uk/3315/peanut-chocolate-spread.jpg'],At its most delicious within 3 months of purchase,"43.5% Peanuts, organic cane sugar, hazelnuts, cocoa beans, cocoa butter, milk powder, GMO-free sunflower lecithin","Per 100g : Energy value: 2261kJ / 542kcal, Fat: 32g (including saturated fatty acids: 6.9g), Carbohydrates: 45g (including sugars: 40g), Protein: 16g, Salt: 0.20g","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",No,£80.00 / Kg,Available in whole UK
hot-chocolate-mix,Hot Chocolate mix,,"A taste of childhood... A comforting brew whose smell is rich with memories, perfect for breakfast or an afternoon snack. How do you make a real cup of traditional hot chocolate? Pour a little warm milk over the grated chocolate to melt it, mixing well until it is smooth. Then add more warm milk, until the desired chocolaty consistency and strength is reached. 300g",Hot Chocolate mix,https://www.lechocolat-alainducasse.com/uk/hot-chocolate-mix,£20.83,300g,['https://www.lechocolat-alainducasse.com/uk/3292/hot-chocolate-mix.jpg'],At its most delicious within 6 months of purchase,"Cocoa beans, sugar, cocoa butter, emulsifier: non-GMO sunflower lecithin, vanilla pods, fleur de sel, cocoa powder. May contains traces of milk, soy and nuts.","For 100g : Energy 2243kJ/541kcal ; Fat: 41g (incl. Saturated fats: 25g) ; Carbohydrates: 28g (incl. saturated fats: 24g) ; Protein: 8,6g ; Salt: 0,07g","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",Yes,£80.00 / Kg,Available in whole UK
chocobar,Chocobar - Dark - 75% Dark Chocolate,,"Generous proportions, geometric shapes that have become the Manufacture de chocolate signature, a delicious recipe and a re-sealable pouch... the chocolate bar is THE perfect treat to carry with you anywhere, in your pocket, to indulge anytime, anywhere... The ""mendiant"" style bar reveals a heart made with almond and hazelnut praline, slivers of pistachios, raisins and candied orange peel...",Breakfast & Snacks,https://www.lechocolat-alainducasse.com/uk/chocobar,£7.50,60g,['https://www.lechocolat-alainducasse.com/uk/4016/chocobar.jpg'],At its most delicious within 3 months of purchase,"Cane sugar, cocoa beans (Madagascar, Ecuador, Peru, Sao Tome), HAZELNUTS, candied orange (orange, glucose, sugar), ALMONDS, cocoa butter, PISTACHIOS, dried grapes, water, flower of salt, emulsifier: sunflower lecithin.","(per 100g): Energy value: 2 263kJ / 545kcal; Fat: 38g (of which saturated fatty acids: 12g); Carbohydrates: 36g (of which sugars: 31g); Protein: 11g; Salt: 0,21g.","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",No,£150.00 / Kg,Available in whole UK
chocobar-milk,Chocobar - Milk - 45% Milk Chocolate,,"Generous proportions, geometric shapes that have become the Manufacture de chocolat signature, a delicious recipe and a re-sealable pouch... the perfect treat to carry with you anywhere, in your pocket, to indulge anytime, anywhere... The ""mendiant"" style bar reveals a heart made with almond and cornflake praline combined with a caramel ganache, covered in Madagascar 45% milk chocolate.",Breakfast & Snacks,https://www.lechocolat-alainducasse.com/uk/chocobar-milk,£7.50,60g,['https://www.lechocolat-alainducasse.com/uk/4017/chocobar-milk.jpg'],At its most delicious within 6 weeks of purchase,"Sugar cane, ALMONDS, cocoa butter, cocoa beans (Madagascar, Peru), corn flakes (corn, corn syrup, salt, SOYA lecithin), liquid cream (MILK), water, MILK powder, butter (MILK), sweetener: sorbitol, fleur de sel, vanilla, emulsifier: sunflower lecithin.",(for 100g): energy value: 2304kJ/554kcal; fats: 38g (of which saturated fats: 16g); carbohydrates: 39g (of which sugars: 34g); proteins: 11g; salt: 0.40g,"All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",No,£150.00 / Kg,Available in whole UK
chocobar-sesame-dark,Sesame Chocobar - 75% Dark Chocolate,,"Generous proportions, geometric shapes that have become the Manufacture's signature, a delicious recipe in a re-sealable pouch... the chocobar is THE perfect treat to carry in your pocket, to indulge anytime, anywhere...The bar reveals a heart made with black sesame and almond praline, puffed rice for the crispy, all coated in dark chocolate...",Breakfast & Snacks,https://www.lechocolat-alainducasse.com/uk/chocobar-sesame-dark,£7.50,60g,['https://www.lechocolat-alainducasse.com/uk/4018/chocobar-sesame-dark.jpg'],At its most delicious within 3 months of purchase,"Cane sugar, almonds, cocoa beans (Madagascar, Ecuador, Peru, Sao Tome), black sesame (15%), cocoa butter, water, puffed rice, flower of salt, emulsifier: sunflower lecithin. May contain traces of peanuts, milk, eggs, gluten and soy.","For 100g - Energy value: 2 377kJ / 573kcal; Fat: 44g (of which saturated fatty acids: 15g); Carbohydrates: 29g (of which sugars: 24g); Protein: 13g; Salt: 0,23g.","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",No,£150.00 / Kg,Available in whole UK
